flatmates,deposit,monthly_price_avg,space_per_person,total_space,has_access_yn,bills_electricity_yn,bills_water_yn,bills_gas_yn,bills_wifi_yn,feature_furnished_yn,feature_dishwasher_yn,feature_washing_machine_yn,feature_equipped_kitchen_yn,feature_balcony_yn,feature_parking_yn,feature_tv_yn,feature_oven_yn,feature_elevator_yn,english_spoken_yn,german_spoken_yn,russian_spoken_yn,spanish_spoken_yn,sqr_m_price_avg,district_Adlershof,district_Bavarian Quarter,district_Berlin,district_Charlottenburg,district_Friedenau,district_Friedrichshain,district_Friedrichshain-Kreuzberg,district_Gesundbrunnen,district_Hermsdorf,district_Kreuzberg,district_Lichtenberg,district_Marienfelde,district_Marzahn,district_Mitte,district_Moabit,district_Neukölln,district_Other,district_Pankow,district_Prenzlauer Berg,district_Reinickendorf,district_Rudolfkiez,district_Schöneberg,district_Schönefeld,district_Spandau,district_Steglitz,district_Teltow,district_Tempelhof,district_Tiergarten,district_Treptow,district_Treptow-Köpenick,district_Wedding,district_Weissensee,district_Westend,district_Wilmersdorf,property_Apartment,property_Room,property_Studio
0,2000.0,1995.0,85.0,85.0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1179.0,1179.0,44.0,44.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1000.0,1150.0,47.0,47.0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2000.0,1245.0,55.0,55.0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1500.0,990.0,34.0,34.0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1300.0,1300.0,36.0,36.0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,898.0,898.0,21.0,21.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,43.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2415.0,805.0,18.0,18.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,45.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2355.0,785.0,18.0,18.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,44.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1392.0,1392.0,34.0,34.0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1650.0,1650.0,62.0,62.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1500.0,1500.0,59.0,59.0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1350.0,1350.0,35.0,35.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,39.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2290.0,2290.0,72.0,72.0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1000.0,1600.0,59.0,59.0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,950.0,550.0,19.0,97.0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4000.0,2000.0,60.0,60.0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1999.0,1999.0,72.0,72.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,900.0,900.0,35.0,105.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1050.0,1050.0,34.0,34.0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1250.0,1250.0,42.0,42.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,1290.0,30.0,30.0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,43.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1500.0,1500.0,42.0,42.0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1400.0,1400.0,37.0,37.0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1300.0,1300.0,47.0,47.0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1068.0,1068.0,32.0,32.0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2000.0,1450.0,65.0,65.0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,22.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1050.0,1050.0,27.0,27.0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,39.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1890.0,1890.0,76.0,76.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1500.0,1500.0,39.0,39.0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1300.0,1300.0,36.0,36.0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2200.0,2200.0,61.0,61.0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1000.0,1100.0,35.0,35.0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1000.0,1068.0,32.0,32.0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3500.0,1750.0,37.0,37.0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,47.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2850.0,950.0,47.0,47.0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,834.0,834.0,34.0,34.0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,700.0,553.0,29.0,86.0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2000.0,1381.0,36.0,36.0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1300.0,1690.0,60.0,60.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,700.0,580.0,18.0,54.0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,950.0,950.0,25.0,100.0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2500.0,1590.0,69.0,69.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,900.0,900.0,25.0,100.0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1550.0,1550.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2550.0,850.0,24.0,24.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,35.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3465.0,1155.0,35.0,35.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,500.0,1700.0,55.0,55.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2000.0,1300.0,61.0,61.0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,21.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2805.0,935.0,29.0,29.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1390.0,1390.0,58.0,58.0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2000.0,1790.0,90.0,90.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2280.0,760.0,18.0,18.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,42.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,999.0,999.0,40.0,40.0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2500.0,1250.0,40.0,40.0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2150.0,1075.0,37.0,37.0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1500.0,1500.0,40.0,40.0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3105.0,1035.0,35.0,35.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,700.0,510.0,19.0,75.0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,700.0,550.0,19.0,75.0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1003.0,1003.0,22.0,22.0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,46.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1400.0,1400.0,45.0,45.0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1059.0,1059.0,31.0,31.0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2500.0,1250.0,54.0,54.0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1400.0,1400.0,50.0,50.0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1100.0,1100.0,35.0,35.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1150.0,1150.0,47.0,47.0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1400.0,1400.0,35.0,35.0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2745.0,2745.0,121.0,121.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1700.0,1700.0,105.0,105.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,700.0,1400.0,45.0,45.0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,700.0,1300.0,35.0,35.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1300.0,1300.0,35.0,35.0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1700.0,850.0,7.0,20.0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1400.0,1400.0,45.0,45.0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1450.0,1450.0,40.0,40.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1400.0,1400.0,35.0,35.0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1500.0,1100.0,47.0,47.0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,23.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4950.0,1650.0,61.0,61.0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,27.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2800.0,1400.0,56.0,56.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,25.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1025.0,1025.0,26.0,26.0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,39.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1106.0,1106.0,26.0,26.0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,43.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1103.0,1103.0,29.0,29.0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,38.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1500.0,1050.0,36.0,36.0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,29.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1000.0,595.0,15.0,15.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,40.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1080.0,1080.0,28.0,28.0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,39.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2000.0,1855.0,50.0,50.0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,37.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,700.0,347.0,17.0,102.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,950.0,450.0,23.0,70.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,700.0,580.0,19.0,75.0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1116.0,1116.0,29.0,29.0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,38.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,950.0,500.0,23.0,70.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1990.0,1990.0,100.0,100.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,20.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,950.0,510.0,16.0,80.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,700.0,580.0,22.0,67.0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,937.0,937.0,23.0,70.0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,700.0,362.0,23.0,70.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1950.0,1950.0,80.0,80.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,950.0,510.0,23.0,93.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2100.0,2100.0,86.0,86.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
